"locus","K","theta1","theta2","lambda_min","r_e","rho_true","n_rep","n_gate_pass","n_paramlim_drop","n_reported","gate_rate","mean_rho_hat","se_rho_hat"
22,226,0.141374912333628,0.339610160321527,31.9507301873998,0.11322,0.6,2000,806,11,795,0.403,0.52115515401761,0.00961454471885904
22,226,0.141374912333628,0.339610160321527,31.9507301873998,0.11322,0.8,2000,798,26,772,0.399,0.673995267357513,0.008744265691002
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,-0.8,2000,840,42,798,0.42,-0.596270081902256,0.00955519103099307
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,-0.6,2000,803,13,790,0.4015,-0.454027057227848,0.0107739435171384
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,-0.4,2000,857,2,855,0.4285,-0.304566974796491,0.0105559862106569
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,-0.2,2000,846,2,844,0.423,-0.149410169056991,0.00999170169013986
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,0,2000,825,0,825,0.4125,0.0230141495066667,0.0105887492353391
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,0.2,2000,835,0,835,0.4175,0.197968796051497,0.0103693193543582
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,0.4,2000,813,0,813,0.4065,0.35982156300984,0.00958301261019981
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,0.6,2000,829,7,822,0.4145,0.537663167542579,0.00932384766491307
37,239,0.141614271533769,0.339767602959707,33.8458108965708,0.11322,0.8,2000,831,32,799,0.4155,0.684384959198999,0.00844359327492188
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,-0.8,2000,1920,118,1802,0.96,-0.778867268645949,0.00424745779356156
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,-0.6,2000,1939,28,1911,0.9695,-0.606141812349555,0.00473133854121845
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,-0.4,2000,1927,5,1922,0.9635,-0.416857630889698,0.00528577221842663
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,-0.2,2000,1916,0,1916,0.958,-0.205258905027871,0.00515425968544145
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,0,2000,1910,1,1909,0.955,0.00337902910984809,0.00477933066533979
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,0.2,2000,1920,0,1920,0.96,0.196544165312812,0.00473418255024589
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,0.4,2000,1928,1,1927,0.964,0.410228947575246,0.00480587086812357
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,0.6,2000,1934,3,1931,0.967,0.606026173314345,0.00437611136576861
41,279,0.332972321145077,0.460303814353654,92.8992775994765,0.11322,0.8,2000,1918,41,1877,0.959,0.796720453702717,0.00386277398546827
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,-0.8,2000,1524,120,1404,0.762,-0.717487030555556,0.00604351222386161
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,-0.6,2000,1511,41,1470,0.7555,-0.569356004127075,0.0071403278136221
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,-0.4,2000,1521,7,1514,0.7605,-0.395760167415456,0.00742955486245046
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,-0.2,2000,1565,0,1565,0.7825,-0.193080478389265,0.00728780514437036
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,0,2000,1519,0,1519,0.7595,0.00108075059815668,0.00730615868057944
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,0.2,2000,1544,0,1544,0.772,0.206270488575777,0.00711525175029327
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,0.4,2000,1528,6,1522,0.764,0.401762520116294,0.00686382267020001
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,0.6,2000,1554,22,1532,0.777,0.599588905620104,0.00639448443549991
42,187,0.314857817102282,0.343674338380462,58.8784117981268,0.11322,0.8,2000,1543,83,1460,0.7715,0.762534778219178,0.00543151156004595
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,-0.8,2000,710,30,680,0.355,-0.59224123,0.0110098659373572
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,-0.6,2000,733,11,722,0.3665,-0.426959284238227,0.0112117981736255
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,-0.4,2000,737,4,733,0.3685,-0.294259234120055,0.0120845041506063
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,-0.2,2000,721,0,721,0.3605,-0.122188978973648,0.012210715567646
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,0,2000,673,1,672,0.3365,0.0365632159299107,0.0117692921253332
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,0.2,2000,675,3,672,0.3375,0.207536246919643,0.011639605634379
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,0.4,2000,739,2,737,0.3695,0.376723790773406,0.0109324974994619
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,0.6,2000,696,9,687,0.348,0.509763464497817,0.0106832952281095
59,194,0.141583444342405,0.341459316235305,27.4671882024266,0.11322,0.8,2000,723,31,692,0.3615,0.675241703034682,0.00950539926654348
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,-0.8,2000,1817,145,1672,0.9085,-0.762989358732057,0.00492593438090849
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,-0.6,2000,1838,44,1794,0.919,-0.607255496042363,0.00571854101471895
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,-0.4,2000,1825,10,1815,0.9125,-0.407588187487725,0.00608796719084552
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,-0.2,2000,1815,0,1815,0.9075,-0.201799951112672,0.00592468014192408
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,0,2000,1810,0,1810,0.905,0.00479626030939227,0.00584842013225354
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,0.2,2000,1809,0,1809,0.9045,0.201626338968491,0.00587214423279154
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,0.4,2000,1841,2,1839,0.9205,0.414618524491571,0.00556447986595287
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,0.6,2000,1832,12,1820,0.916,0.60412841910989,0.00502678628521723
77,224,0.399370215301317,0.339354097360442,76.0153178087391,0.11322,0.8,2000,1846,75,1771,0.923,0.780237657594579,0.00439267009301529
